1.13.2	1631	1.13.2.txt
1.14.4	1976	1.14.4.txt
1.15.2	2230	1.15.2.txt
1.16.5	2586	1.16.5.txt
1.17.1	2730	1.17.1.txt
1.18.2	2975	1.18.2.txt
1.19.4	3337	1.19.4.txt
1.20.1	3465	1.20.1.txt
1.20.6	3839	1.20.6.txt
1.21.1	3955	1.21.1.txt
1.21.5	4325	1.21.5.txt
1.21.11	4671	1.21.11.txt
26.1	4786	26.1.txt
